Layer,Threshold,ThresholdLabel,Year,ParamCount,ActiveParamCount,TotalTrades,WinTrades,WinRate,NetPoints,NetProfitTWD,TotalReturnRate,MDDNetPointsSum,MDDRateSum,MDDNetPointsMax,MDDRateMax
大台日盤 比例,0.8,勝率 > 80%,2023,75,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
大台日盤 比例,0.8,勝率 > 80%,2024,75,13,15,15,1.0,408.54,81708.0,0.081708,0.0,0.0,0.0,0.0
大台日盤 比例,0.8,勝率 > 80%,2025,75,9,11,11,1.0,494.96500000000003,98993.0,0.098993,0.0,0.0,0.0,0.0
大台日盤 比例,0.8,勝率 > 80%,2026,75,13,14,14,1.0,561.8000000000001,112360.0,0.11236,0.0,0.0,0.0,0.0
大台日盤 比例,0.9,勝率 > 90%,2020,72,43,50,50,1.0,584.885,116977.0,0.116977,0.0,0.0,0.0,0.0
大台日盤 比例,0.9,勝率 > 90%,2021,72,11,12,12,1.0,259.33000000000004,51866.0,0.051866,0.0,0.0,0.0,0.0
大台日盤 比例,0.9,勝率 > 90%,2022,72,1,1,1,1.0,10.08,2016.0,0.002016,0.0,0.0,0.0,0.0
大台日盤 比例,0.9,勝率 > 90%,2023,72,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
大台日盤 比例,0.9,勝率 > 90%,2024,72,11,11,11,1.0,336.19,67238.0,0.067238,0.0,0.0,0.0,0.0
大台日盤 比例,0.9,勝率 > 90%,2025,72,9,11,11,1.0,494.96500000000003,98993.0,0.098993,0.0,0.0,0.0,0.0
大台日盤 比例,0.9,勝率 > 90%,2026,72,10,10,10,1.0,501.93,100386.0,0.100386,0.0,0.0,0.0,0.0
大台日盤 比例,1.0,勝率 = 100%,2020,72,43,50,50,1.0,584.885,116977.0,0.116977,0.0,0.0,0.0,0.0
大台日盤 比例,1.0,勝率 = 100%,2021,72,11,12,12,1.0,259.33000000000004,51866.0,0.051866,0.0,0.0,0.0,0.0
大台日盤 比例,1.0,勝率 = 100%,2022,72,1,1,1,1.0,10.08,2016.0,0.002016,0.0,0.0,0.0,0.0
大台日盤 比例,1.0,勝率 = 100%,2023,72,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
大台日盤 比例,1.0,勝率 = 100%,2024,72,11,11,11,1.0,336.19,67238.0,0.067238,0.0,0.0,0.0,0.0
大台日盤 比例,1.0,勝率 = 100%,2025,72,9,11,11,1.0,494.96500000000003,98993.0,0.098993,0.0,0.0,0.0,0.0
大台日盤 比例,1.0,勝率 = 100%,2026,72,10,10,10,1.0,501.93,100386.0,0.100386,0.0,0.0,0.0,0.0
