RuleID,RunID,StrategyID,BinMode,ReferenceAnchor,AnchorMode,AnchorID,AnchorLabel,BodyBinIndex,BodyBin,BodyPointBin,BodyPointMin,BodyPointMax,BodyRatioMinPct,BodyRatioMaxPct,BodyMin,BodyMax,GapBinIndex,GapBin,GapPointBin,GapPointMin,GapPointMax,GapRatioMinPct,GapRatioMaxPct,GapMin,GapMax,Penetrate,TriggerCount,FillCount,FillRate,TotalTrades,LongTrades,ShortTrades,WinTrades,LossTrades,FlatTrades,WinRate,RawNetPoints,NetPoints,NetProfitTWD,TotalReturnRate,GrossProfitNetPoints,GrossLossNetPoints,PFNet,AvgNetPoints,MaxDrawdownNetPoints,MaxDrawdownRate,TotalFeeTWD,TotalTaxTWD,TotalSlippageTWD
32,G0032,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,1,0.000%~0.050%,0~10,0,10.0,0.0,0.05,0.0,0.0005,32,0.475%~0.485%,95~97,95,97.0,0.475,0.485,0.00475,0.00485,1,0,0,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0
33,G0033,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,1,0.000%~0.050%,0~10,0,10.0,0.0,0.05,0.0,0.0005,33,0.490%~0.500%,98~100,98,100.0,0.49,0.5,0.0049,0.005,1,0,0,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0
34,G0034,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,1,0.000%~0.050%,0~10,0,10.0,0.0,0.05,0.0,0.0005,34,0.505%以上,101以上,101,,0.505,,0.00505,,1,0,0,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0
35,G0035,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,2,0.055%~0.100%,11~20,11,20.0,0.055,0.1,0.00055,0.001,1,0.010%~0.020%,2~4,2,4.0,0.01,0.02,0.0001,0.0002,1,1764,1370,0.7766439909297053,1370,676,694,477,891,2,0.34817518248175183,-890.0,-5244.204999999984,-1048840.9999999967,-1.0488409999999968,5352.099999999998,-10596.304999999993,0.5050911614945022,-3.8278868613138566,5264.994999999982,1.0529989999999962,95900.0,226941.0,548000.0
36,G0036,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,2,0.055%~0.100%,11~20,11,20.0,0.055,0.1,0.00055,0.001,2,0.025%~0.035%,5~7,5,7.0,0.025,0.034999999999999996,0.00025,0.00035,1,39,28,0.717948717948718,28,13,15,15,13,0,0.5357142857142857,341.0,252.69,50538.0,0.050538,462.32,-209.63,2.205409531078567,9.024642857142856,112.64,0.022528,1960.0,4502.0,11200.0
37,G0037,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,2,0.055%~0.100%,11~20,11,20.0,0.055,0.1,0.00055,0.001,3,0.040%~0.050%,8~10,8,10.0,0.04,0.05,0.0004,0.0005,1,4,4,1.0,4,1,3,1,3,0,0.25,-105.0,-116.905,-23381.0,-0.023381,14.95,-131.85500000000002,0.11338212430321185,-29.22625,117.16,0.023432,280.0,501.0,1600.0
38,G0038,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,2,0.055%~0.100%,11~20,11,20.0,0.055,0.1,0.00055,0.001,4,0.055%~0.065%,11~13,11,13.0,0.055,0.065,0.00055,0.00065,1,1,1,1.0,1,0,1,1,0,0,1.0,7.0,4.31,861.9999999999999,0.0008619999999999999,4.31,-0.0,inf,4.31,0.0,0.0,70.0,68.0,400.0
39,G0039,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,2,0.055%~0.100%,11~20,11,20.0,0.055,0.1,0.00055,0.001,5,0.070%~0.080%,14~16,14,16.0,0.06999999999999999,0.08,0.0007,0.0008,1,0,0,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0
40,G0040,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,2,0.055%~0.100%,11~20,11,20.0,0.055,0.1,0.00055,0.001,6,0.085%~0.095%,17~19,17,19.0,0.08499999999999999,0.095,0.00085,0.00095,1,0,0,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0
41,G0041,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,2,0.055%~0.100%,11~20,11,20.0,0.055,0.1,0.00055,0.001,7,0.100%~0.110%,20~22,20,22.0,0.1,0.11,0.001,0.0011,1,0,0,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0
42,G0042,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,2,0.055%~0.100%,11~20,11,20.0,0.055,0.1,0.00055,0.001,8,0.115%~0.125%,23~25,23,25.0,0.11499999999999999,0.125,0.00115,0.00125,1,0,0,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0
43,G0043,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,2,0.055%~0.100%,11~20,11,20.0,0.055,0.1,0.00055,0.001,9,0.130%~0.140%,26~28,26,28.0,0.13,0.13999999999999999,0.0013,0.0014,1,0,0,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0
44,G0044,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,2,0.055%~0.100%,11~20,11,20.0,0.055,0.1,0.00055,0.001,10,0.145%~0.155%,29~31,29,31.0,0.145,0.155,0.00145,0.00155,1,0,0,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0
45,G0045,A01_A08_BODY_GAP_ANCHOR_RATIO_ROD_P1,anchor_ratio,20000.0,1,A01,C[1] 前收,2,0.055%~0.100%,11~20,11,20.0,0.055,0.1,0.00055,0.001,11,0.160%~0.170%,32~34,32,34.0,0.16,0.16999999999999998,0.0016,0.0017,1,0,0,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,-0.0,,,0.0,0.0,0.0,0.0,0.0
