Layer,Threshold,ThresholdLabel,RuleID,RunID,AnchorID,BodyBin,GapBin,Date,EntryTime,ExitTime,Side,SideLabel,EntryPrice,ExitPrice,EffectiveEntry,EffectiveExit,RawPoints,NetPoints,NetProfitTWD,FeeTWD,TaxTWD,SlippageTWD,CumNetProfitTWD
大台全日 比例,0.5,勝率 > 50%,10000,G10000,A08,0.355%~0.400%,0.055%~0.065%,20200309,2020-03-09 09:50,2020-03-09 09:51,-1,做空,10971.0,10986.0,10971.0,10988.0,-15.0,-17.79,-3558.0,70,88,400.0,-3558.0
大台全日 比例,0.5,勝率 > 50%,9967,G9967,A08,0.305%~0.350%,0.070%~0.080%,20200312,2020-03-12 09:27,2020-03-12 09:28,-1,做空,10543.0,10535.0,10543.0,10537.0,8.0,5.23,1046.0,70,84,400.0,-2512.0
大台全日 比例,0.5,勝率 > 50%,9968,G9968,A08,0.305%~0.350%,0.085%~0.095%,20200312,2020-03-12 09:50,2020-03-12 09:51,-1,做空,10464.0,10458.0,10464.0,10460.0,6.0,3.23,646.0,70,84,400.0,-1866.0
大台全日 比例,0.5,勝率 > 50%,1857,G1857,A02,0.655%~0.700%,0.310%~0.320%,20200312,2020-03-12 10:16,2020-03-12 10:17,1,做多,10324.0,10330.0,10324.0,10328.0,6.0,3.24,648.0,70,82,400.0,-1218.0
大台全日 比例,0.5,勝率 > 50%,3254,G3254,A03,0.655%~0.700%,0.355%~0.365%,20200312,2020-03-12 10:16,2020-03-12 10:17,1,做多,10320.0,10330.0,10320.0,10328.0,10.0,7.24,1448.0,70,82,400.0,230.0
大台全日 比例,0.5,勝率 > 50%,3004,G3004,A03,0.305%~0.350%,0.175%~0.185%,20200312,2020-03-12 21:33,2020-03-12 21:34,1,做多,10028.0,10032.0,10028.0,10030.0,4.0,1.25,250.0,70,80,400.0,480.0
大台全日 比例,0.5,勝率 > 50%,1644,G1644,A02,0.355%~0.400%,0.175%~0.185%,20200312,2020-03-12 21:50,2020-03-12 21:51,1,做多,9957.0,9970.0,9957.0,9968.0,13.0,10.25,2050.0,70,80,400.0,2530.0
大台全日 比例,0.5,勝率 > 50%,10001,G10001,A08,0.355%~0.400%,0.070%~0.080%,20200312,2020-03-12 21:50,2020-03-12 21:51,1,做多,9966.0,9970.0,9966.0,9968.0,4.0,1.25,250.0,70,80,400.0,2780.0
大台全日 比例,0.5,勝率 > 50%,1751,G1751,A02,0.505%~0.550%,0.250%~0.260%,20200313,2020-03-13 01:04,2020-03-13 01:05,1,做多,10021.0,10038.0,10021.0,10036.0,17.0,14.25,2850.0,70,80,400.0,5630.0
大台全日 比例,0.5,勝率 > 50%,3145,G3145,A03,0.505%~0.550%,0.250%~0.260%,20200313,2020-03-13 01:04,2020-03-13 01:05,1,做多,10020.0,10038.0,10020.0,10036.0,18.0,15.25,3050.0,70,80,400.0,8680.0
大台全日 比例,0.5,勝率 > 50%,2966,G2966,A03,0.255%~0.300%,0.115%~0.125%,20200313,2020-03-13 01:15,2020-03-13 01:16,1,做多,9927.0,9942.0,9927.0,9940.0,15.0,12.25,2450.0,70,80,400.0,11130.0
大台全日 比例,0.5,勝率 > 50%,4,G0004,A01,0.000%~0.050%,0.055%~0.065%,20200313,2020-03-13 04:30,2020-03-13 04:31,-1,做空,9848.0,9819.0,9848.0,9821.0,29.0,26.26,5252.0,70,78,400.0,16382.0
大台全日 比例,0.5,勝率 > 50%,4185,G4185,A04,0.000%~0.050%,0.040%~0.050%,20200313,2020-03-13 04:30,2020-03-13 04:31,-1,做空,9846.0,9819.0,9846.0,9821.0,27.0,24.26,4852.0,70,78,400.0,21234.0
大台全日 比例,0.5,勝率 > 50%,6974,G6974,A06,0.000%~0.050%,0.055%~0.065%,20200313,2020-03-13 04:30,2020-03-13 04:31,-1,做空,9848.0,9819.0,9848.0,9821.0,29.0,26.26,5252.0,70,78,400.0,26486.0
大台全日 比例,0.5,勝率 > 50%,1644,G1644,A02,0.355%~0.400%,0.175%~0.185%,20200313,2020-03-13 09:05,2020-03-13 09:06,1,做多,9589.0,9597.0,9589.0,9595.0,8.0,5.27,1054.0,70,76,400.0,27540.0
大台全日 比例,0.5,勝率 > 50%,1572,G1572,A02,0.255%~0.300%,0.115%~0.125%,20200313,2020-03-13 09:20,2020-03-13 09:21,-1,做空,9587.0,9581.0,9587.0,9583.0,6.0,3.27,654.0,70,76,400.0,28194.0
大台全日 比例,0.5,勝率 > 50%,10035,G10035,A08,0.405%~0.450%,0.070%~0.080%,20200313,2020-03-13 09:26,2020-03-13 09:27,-1,做空,9512.0,9500.0,9512.0,9502.0,12.0,9.27,1854.0,70,76,400.0,30048.0
大台全日 比例,0.5,勝率 > 50%,10100,G10100,A08,0.505%~0.550%,0.025%~0.035%,20200313,2020-03-13 09:31,2020-03-13 09:32,1,做多,9515.0,9543.0,9515.0,9541.0,28.0,25.27,5054.0,70,76,400.0,35102.0
大台全日 比例,0.5,勝率 > 50%,1572,G1572,A02,0.255%~0.300%,0.115%~0.125%,20200313,2020-03-13 09:38,2020-03-13 09:39,1,做多,9498.0,9496.0,9498.0,9494.0,-2.0,-4.73,-946.0,70,76,400.0,34156.0
大台全日 比例,0.5,勝率 > 50%,9967,G9967,A08,0.305%~0.350%,0.070%~0.080%,20200313,2020-03-13 09:48,2020-03-13 09:49,1,做多,9535.0,9546.0,9535.0,9544.0,11.0,8.27,1654.0,70,76,400.0,35810.0
大台全日 比例,0.5,勝率 > 50%,1642,G1642,A02,0.355%~0.400%,0.145%~0.155%,20200313,2020-03-13 09:53,2020-03-13 09:54,1,做多,9605.0,9622.0,9605.0,9620.0,17.0,14.27,2854.0,70,76,400.0,38664.0
大台全日 比例,0.5,勝率 > 50%,9999,G9999,A08,0.355%~0.400%,0.040%~0.050%,20200313,2020-03-13 09:53,2020-03-13 09:54,1,做多,9615.0,9622.0,9615.0,9620.0,7.0,4.27,854.0,70,76,400.0,39518.0
大台全日 比例,0.5,勝率 > 50%,3004,G3004,A03,0.305%~0.350%,0.175%~0.185%,20200313,2020-03-13 10:11,2020-03-13 10:12,1,做多,9631.0,9634.0,9631.0,9632.0,3.0,0.26,52.0,70,78,400.0,39570.0
大台全日 比例,0.5,勝率 > 50%,10000,G10000,A08,0.355%~0.400%,0.055%~0.065%,20200313,2020-03-13 10:17,2020-03-13 10:18,-1,做空,9650.0,9639.0,9650.0,9641.0,11.0,8.26,1652.0,70,78,400.0,41222.0
大台全日 比例,0.5,勝率 > 50%,1610,G1610,A02,0.305%~0.350%,0.175%~0.185%,20200313,2020-03-13 10:27,2020-03-13 10:28,1,做多,9710.0,9717.0,9710.0,9715.0,7.0,4.26,852.0,70,78,400.0,42074.0
大台全日 比例,0.5,勝率 > 50%,1644,G1644,A02,0.355%~0.400%,0.175%~0.185%,20200313,2020-03-13 12:37,2020-03-13 12:38,1,做多,9757.0,9752.0,9757.0,9750.0,-5.0,-7.74,-1548.0,70,78,400.0,40526.0
大台全日 比例,0.5,勝率 > 50%,10174,G10174,A08,0.605%~0.650%,0.115%~0.125%,20200313,2020-03-13 12:44,2020-03-13 12:45,1,做多,9882.0,9890.0,9882.0,9888.0,8.0,5.25,1050.0,70,80,400.0,41576.0
大台全日 比例,0.5,勝率 > 50%,1572,G1572,A02,0.255%~0.300%,0.115%~0.125%,20200313,2020-03-13 12:46,2020-03-13 12:47,-1,做空,9877.0,9871.0,9877.0,9873.0,6.0,3.255,651.0,70,79,400.0,42227.0
大台全日 比例,0.5,勝率 > 50%,2966,G2966,A03,0.255%~0.300%,0.115%~0.125%,20200313,2020-03-13 12:46,2020-03-13 12:47,-1,做空,9877.0,9871.0,9877.0,9873.0,6.0,3.255,651.0,70,79,400.0,42878.0
大台全日 比例,0.5,勝率 > 50%,1575,G1575,A02,0.255%~0.300%,0.160%~0.170%,20200313,2020-03-13 12:49,2020-03-13 12:50,1,做多,9837.0,9844.0,9837.0,9842.0,7.0,4.26,852.0,70,78,400.0,43730.0
大台全日 比例,0.5,勝率 > 50%,1644,G1644,A02,0.355%~0.400%,0.175%~0.185%,20200313,2020-03-13 13:00,2020-03-13 13:01,1,做多,9940.0,9969.0,9940.0,9967.0,29.0,26.25,5250.0,70,80,400.0,48980.0
大台全日 比例,0.5,勝率 > 50%,10001,G10001,A08,0.355%~0.400%,0.070%~0.080%,20200313,2020-03-13 13:00,2020-03-13 13:01,1,做多,9951.0,9969.0,9951.0,9967.0,18.0,15.25,3050.0,70,80,400.0,52030.0
大台全日 比例,0.5,勝率 > 50%,1644,G1644,A02,0.355%~0.400%,0.175%~0.185%,20200313,2020-03-13 13:06,2020-03-13 13:07,1,做多,10101.0,10066.0,10101.0,10064.0,-35.0,-37.75,-7550.0,70,80,400.0,44480.0
大台全日 比例,0.5,勝率 > 50%,10001,G10001,A08,0.355%~0.400%,0.070%~0.080%,20200313,2020-03-13 13:06,2020-03-13 13:07,1,做多,10111.0,10066.0,10111.0,10064.0,-45.0,-47.75,-9550.0,70,80,400.0,34930.0
大台全日 比例,0.5,勝率 > 50%,174,G0174,A01,0.255%~0.300%,0.055%~0.065%,20200313,2020-03-13 21:23,2020-03-13 21:24,1,做多,10280.0,10284.0,10280.0,10282.0,4.0,1.24,248.0,70,82,400.0,35178.0
大台全日 比例,0.5,勝率 > 50%,7144,G7144,A06,0.255%~0.300%,0.055%~0.065%,20200313,2020-03-13 21:23,2020-03-13 21:24,1,做多,10280.0,10284.0,10280.0,10282.0,4.0,1.24,248.0,70,82,400.0,35426.0
大台全日 比例,0.5,勝率 > 50%,9929,G9929,A08,0.255%~0.300%,0.010%~0.020%,20200313,2020-03-13 21:37,2020-03-13 21:38,-1,做空,10174.0,10159.0,10174.0,10161.0,15.0,12.24,2448.0,70,82,400.0,37874.0
大台全日 比例,0.5,勝率 > 50%,10000,G10000,A08,0.355%~0.400%,0.055%~0.065%,20200313,2020-03-13 21:42,2020-03-13 21:43,-1,做空,10072.0,10099.0,10072.0,10101.0,-27.0,-29.75,-5950.0,70,80,400.0,31924.0
大台全日 比例,0.5,勝率 > 50%,9929,G9929,A08,0.255%~0.300%,0.010%~0.020%,20200313,2020-03-13 21:44,2020-03-13 21:45,1,做多,10128.0,10129.0,10128.0,10127.0,1.0,-1.76,-352.0,70,82,400.0,31572.0
大台全日 比例,0.5,勝率 > 50%,5840,G5840,A05,0.355%~0.400%,0.385%~0.395%,20200313,2020-03-13 21:46,2020-03-13 21:47,1,做多,10129.0,10143.0,10129.0,10141.0,14.0,11.24,2248.0,70,82,400.0,33820.0
大台全日 比例,0.5,勝率 > 50%,8628,G8628,A07,0.355%~0.400%,0.385%~0.395%,20200313,2020-03-13 21:46,2020-03-13 21:47,1,做多,10129.0,10143.0,10129.0,10141.0,14.0,11.24,2248.0,70,82,400.0,36068.0
大台全日 比例,0.5,勝率 > 50%,10072,G10072,A08,0.455%~0.500%,0.115%~0.125%,20200313,2020-03-13 21:51,2020-03-13 21:52,-1,做空,10100.0,10105.0,10100.0,10107.0,-5.0,-7.75,-1550.0,70,80,400.0,34518.0
大台全日 比例,0.5,勝率 > 50%,1540,G1540,A02,0.205%~0.250%,0.145%~0.155%,20200313,2020-03-13 22:04,2020-03-13 22:05,1,做多,10130.0,10122.0,10130.0,10120.0,-8.0,-10.755,-2151.0,70,81,400.0,32367.0
大台全日 比例,0.5,勝率 > 50%,1540,G1540,A02,0.205%~0.250%,0.145%~0.155%,20200313,2020-03-13 23:30,2020-03-13 23:31,-1,做空,9957.0,9942.0,9957.0,9944.0,15.0,12.25,2450.0,70,80,400.0,34817.0
大台全日 比例,0.5,勝率 > 50%,1572,G1572,A02,0.255%~0.300%,0.115%~0.125%,20200313,2020-03-13 23:33,2020-03-13 23:34,-1,做空,9906.0,9877.0,9906.0,9879.0,29.0,26.25,5250.0,70,80,400.0,40067.0
大台全日 比例,0.5,勝率 > 50%,1572,G1572,A02,0.255%~0.300%,0.115%~0.125%,20200313,2020-03-13 23:50,2020-03-13 23:51,-1,做空,9785.0,9795.0,9785.0,9797.0,-10.0,-12.74,-2548.0,70,78,400.0,37519.0
大台全日 比例,0.5,勝率 > 50%,9929,G9929,A08,0.255%~0.300%,0.010%~0.020%,20200313,2020-03-13 23:50,2020-03-13 23:51,-1,做空,9774.0,9795.0,9774.0,9797.0,-21.0,-23.74,-4748.0,70,78,400.0,32771.0
大台全日 比例,0.5,勝率 > 50%,9968,G9968,A08,0.305%~0.350%,0.085%~0.095%,20200314,2020-03-14 00:56,2020-03-14 00:57,-1,做空,10015.0,10009.0,10015.0,10011.0,6.0,3.25,650.0,70,80,400.0,33421.0
大台全日 比例,0.5,勝率 > 50%,1572,G1572,A02,0.255%~0.300%,0.115%~0.125%,20200314,2020-03-14 01:13,2020-03-14 01:14,1,做多,9992.0,9995.0,9992.0,9993.0,3.0,0.25,50.0,70,80,400.0,33471.0
大台全日 比例,0.5,勝率 > 50%,1572,G1572,A02,0.255%~0.300%,0.115%~0.125%,20200314,2020-03-14 02:10,2020-03-14 02:11,1,做多,10001.0,10020.0,10001.0,10018.0,19.0,16.25,3250.0,70,80,400.0,36721.0
大台全日 比例,0.5,勝率 > 50%,2893,G2893,A03,0.155%~0.200%,0.040%~0.050%,20200314,2020-03-14 02:54,2020-03-14 02:55,-1,做空,10008.0,10010.0,10008.0,10012.0,-2.0,-4.75,-950.0,70,80,400.0,35771.0
大台全日 比例,0.5,勝率 > 50%,9967,G9967,A08,0.305%~0.350%,0.070%~0.080%,20200314,2020-03-14 03:06,2020-03-14 03:07,1,做多,10069.0,10063.0,10069.0,10061.0,-6.0,-8.75,-1750.0,70,80,400.0,34021.0
大台全日 比例,0.5,勝率 > 50%,9833,G9833,A08,0.105%~0.150%,0.100%~0.110%,20200314,2020-03-14 03:12,2020-03-14 03:13,-1,做空,10025.0,10013.0,10025.0,10015.0,12.0,9.25,1850.0,70,80,400.0,35871.0
大台全日 比例,0.5,勝率 > 50%,1540,G1540,A02,0.205%~0.250%,0.145%~0.155%,20200314,2020-03-14 03:14,2020-03-14 03:15,-1,做空,10003.0,10016.0,10003.0,10018.0,-13.0,-15.75,-3150.0,70,80,400.0,32721.0
大台全日 比例,0.5,勝率 > 50%,9934,G9934,A08,0.255%~0.300%,0.085%~0.095%,20200314,2020-03-14 03:15,2020-03-14 03:16,1,做多,10007.0,10022.0,10007.0,10020.0,15.0,12.25,2450.0,70,80,400.0,35171.0
大台全日 比例,0.5,勝率 > 50%,9929,G9929,A08,0.255%~0.300%,0.010%~0.020%,20200314,2020-03-14 03:49,2020-03-14 03:50,-1,做空,10092.0,10083.0,10092.0,10085.0,9.0,6.25,1250.0,70,80,400.0,36421.0
大台全日 比例,0.5,勝率 > 50%,1572,G1572,A02,0.255%~0.300%,0.115%~0.125%,20200316,2020-03-16 09:10,2020-03-16 09:11,-1,做空,9982.0,9991.0,9982.0,9993.0,-9.0,-11.75,-2350.0,70,80,400.0,34071.0
大台全日 比例,0.5,勝率 > 50%,307,G0307,A01,0.455%~0.500%,0.010%~0.020%,20200316,2020-03-16 09:12,2020-03-16 09:13,-1,做空,9945.0,9939.0,9945.0,9941.0,6.0,3.25,650.0,70,80,400.0,34721.0
大台全日 比例,0.5,勝率 > 50%,7277,G7277,A06,0.455%~0.500%,0.010%~0.020%,20200316,2020-03-16 09:12,2020-03-16 09:13,-1,做空,9945.0,9939.0,9945.0,9941.0,6.0,3.25,650.0,70,80,400.0,35371.0
大台全日 比例,0.5,勝率 > 50%,10067,G10067,A08,0.455%~0.500%,0.040%~0.050%,20200316,2020-03-16 09:12,2020-03-16 09:13,-1,做空,9948.0,9939.0,9948.0,9941.0,9.0,6.25,1250.0,70,80,400.0,36621.0
大台全日 比例,0.5,勝率 > 50%,1572,G1572,A02,0.255%~0.300%,0.115%~0.125%,20200316,2020-03-16 09:16,2020-03-16 09:17,-1,做空,9916.0,9948.0,9916.0,9950.0,-32.0,-34.75,-6950.0,70,80,400.0,29671.0
大台全日 比例,0.5,勝率 > 50%,3075,G3075,A03,0.405%~0.450%,0.220%~0.230%,20200316,2020-03-16 09:17,2020-03-16 09:18,1,做多,9926.0,9931.0,9926.0,9929.0,5.0,2.25,450.0,70,80,400.0,30121.0
大台全日 比例,0.5,勝率 > 50%,9968,G9968,A08,0.305%~0.350%,0.085%~0.095%,20200316,2020-03-16 09:24,2020-03-16 09:25,-1,做空,9945.0,9928.0,9945.0,9930.0,17.0,14.25,2850.0,70,80,400.0,32971.0
大台全日 比例,0.5,勝率 > 50%,9968,G9968,A08,0.305%~0.350%,0.085%~0.095%,20200316,2020-03-16 12:45,2020-03-16 12:46,1,做多,9710.0,9718.0,9710.0,9716.0,8.0,5.26,1052.0,70,78,400.0,34023.0
大台全日 比例,0.5,勝率 > 50%,9970,G9970,A08,0.305%~0.350%,0.115%~0.125%,20200316,2020-03-16 12:58,2020-03-16 12:59,1,做多,9671.0,9676.0,9671.0,9674.0,5.0,2.26,452.0,70,78,400.0,34475.0
大台全日 比例,0.5,勝率 > 50%,9968,G9968,A08,0.305%~0.350%,0.085%~0.095%,20200316,2020-03-16 16:31,2020-03-16 16:32,1,做多,9515.0,9504.0,9515.0,9502.0,-11.0,-13.73,-2746.0,70,76,400.0,31729.0
大台全日 比例,0.5,勝率 > 50%,2893,G2893,A03,0.155%~0.200%,0.040%~0.050%,20200316,2020-03-16 18:18,2020-03-16 18:19,1,做多,9331.0,9321.0,9331.0,9319.0,-10.0,-12.72,-2544.0,70,74,400.0,29185.0
大台全日 比例,0.5,勝率 > 50%,9929,G9929,A08,0.255%~0.300%,0.010%~0.020%,20200316,2020-03-16 19:01,2020-03-16 19:02,1,做多,9328.0,9331.0,9328.0,9329.0,3.0,0.28,56.0,70,74,400.0,29241.0
大台全日 比例,0.5,勝率 > 50%,2929,G2929,A03,0.205%~0.250%,0.070%~0.080%,20200316,2020-03-16 21:32,2020-03-16 21:33,-1,做空,9280.0,9252.0,9280.0,9254.0,28.0,25.28,5056.0,70,74,400.0,34297.0
大台全日 比例,0.5,勝率 > 50%,9903,G9903,A08,0.205%~0.250%,0.130%~0.140%,20200316,2020-03-16 21:33,2020-03-16 21:34,-1,做空,9265.0,9249.0,9265.0,9251.0,16.0,13.28,2656.0,70,74,400.0,36953.0
大台全日 比例,0.5,勝率 > 50%,5803,G5803,A05,0.305%~0.350%,0.340%~0.350%,20200316,2020-03-16 21:49,2020-03-16 21:50,1,做多,9254.0,9260.0,9254.0,9258.0,6.0,3.28,656.0,70,74,400.0,37609.0
大台全日 比例,0.5,勝率 > 50%,8591,G8591,A07,0.305%~0.350%,0.340%~0.350%,20200316,2020-03-16 21:49,2020-03-16 21:50,1,做多,9254.0,9260.0,9254.0,9258.0,6.0,3.28,656.0,70,74,400.0,38265.0
大台全日 比例,0.5,勝率 > 50%,9929,G9929,A08,0.255%~0.300%,0.010%~0.020%,20200316,2020-03-16 21:50,2020-03-16 21:51,-1,做空,9262.0,9277.0,9262.0,9279.0,-15.0,-17.72,-3544.0,70,74,400.0,34721.0
大台全日 比例,0.5,勝率 > 50%,3218,G3218,A03,0.605%~0.650%,0.325%~0.335%,20200316,2020-03-16 21:55,2020-03-16 21:56,1,做多,9360.0,9365.0,9360.0,9363.0,5.0,2.28,456.0,70,74,400.0,35177.0
大台全日 比例,0.5,勝率 > 50%,9935,G9935,A08,0.255%~0.300%,0.100%~0.110%,20200316,2020-03-16 22:00,2020-03-16 22:01,-1,做空,9338.0,9345.0,9338.0,9347.0,-7.0,-9.72,-1944.0,70,74,400.0,33233.0
大台全日 比例,0.5,勝率 > 50%,2928,G2928,A03,0.205%~0.250%,0.055%~0.065%,20200316,2020-03-16 22:01,2020-03-16 22:02,1,做多,9339.0,9338.0,9339.0,9336.0,-1.0,-3.72,-744.0,70,74,400.0,32489.0
大台全日 比例,0.5,勝率 > 50%,9967,G9967,A08,0.305%~0.350%,0.070%~0.080%,20200316,2020-03-16 22:32,2020-03-16 22:33,1,做多,9403.0,9412.0,9403.0,9410.0,9.0,6.27,1254.0,70,76,400.0,33743.0
大台全日 比例,0.5,勝率 > 50%,10071,G10071,A08,0.455%~0.500%,0.100%~0.110%,20200316,2020-03-16 22:34,2020-03-16 22:35,1,做多,9443.0,9455.0,9443.0,9453.0,12.0,9.27,1854.0,70,76,400.0,35597.0
大台全日 比例,0.5,勝率 > 50%,9967,G9967,A08,0.305%~0.350%,0.070%~0.080%,20200316,2020-03-16 22:47,2020-03-16 22:48,1,做多,9507.0,9506.0,9507.0,9504.0,-1.0,-3.73,-746.0,70,76,400.0,34851.0
大台全日 比例,0.5,勝率 > 50%,10003,G10003,A08,0.355%~0.400%,0.100%~0.110%,20200316,2020-03-16 22:50,2020-03-16 22:51,-1,做空,9468.0,9450.0,9468.0,9452.0,18.0,15.27,3054.0,70,76,400.0,37905.0
大台全日 比例,0.5,勝率 > 50%,9934,G9934,A08,0.255%~0.300%,0.085%~0.095%,20200316,2020-03-16 23:10,2020-03-16 23:11,1,做多,9457.0,9486.0,9457.0,9484.0,29.0,26.27,5254.0,70,76,400.0,43159.0
大台全日 比例,0.5,勝率 > 50%,5649,G5649,A05,0.105%~0.150%,0.070%~0.080%,20200316,2020-03-16 23:47,2020-03-16 23:48,1,做多,9427.0,9433.0,9427.0,9431.0,6.0,3.27,654.0,70,76,400.0,43813.0
大台全日 比例,0.5,勝率 > 50%,8437,G8437,A07,0.105%~0.150%,0.070%~0.080%,20200316,2020-03-16 23:47,2020-03-16 23:48,1,做多,9427.0,9433.0,9427.0,9431.0,6.0,3.27,654.0,70,76,400.0,44467.0
大台全日 比例,0.5,勝率 > 50%,9968,G9968,A08,0.305%~0.350%,0.085%~0.095%,20200317,2020-03-17 02:30,2020-03-17 02:31,1,做多,9313.0,9328.0,9313.0,9326.0,15.0,12.28,2456.0,70,74,400.0,46923.0
大台全日 比例,0.5,勝率 > 50%,5649,G5649,A05,0.105%~0.150%,0.070%~0.080%,20200317,2020-03-17 02:35,2020-03-17 02:36,1,做多,9375.0,9363.0,9375.0,9361.0,-12.0,-14.725,-2945.0,70,75,400.0,43978.0
大台全日 比例,0.5,勝率 > 50%,8437,G8437,A07,0.105%~0.150%,0.070%~0.080%,20200317,2020-03-17 02:35,2020-03-17 02:36,1,做多,9375.0,9363.0,9375.0,9361.0,-12.0,-14.725,-2945.0,70,75,400.0,41033.0
大台全日 比例,0.5,勝率 > 50%,1540,G1540,A02,0.205%~0.250%,0.145%~0.155%,20200317,2020-03-17 02:36,2020-03-17 02:37,-1,做空,9377.0,9350.0,9377.0,9352.0,27.0,24.275,4855.0,70,75,400.0,45888.0
大台全日 比例,0.5,勝率 > 50%,2893,G2893,A03,0.155%~0.200%,0.040%~0.050%,20200317,2020-03-17 02:37,2020-03-17 02:38,-1,做空,9355.0,9343.0,9355.0,9345.0,12.0,9.28,1856.0,70,74,400.0,47744.0
大台全日 比例,0.5,勝率 > 50%,2929,G2929,A03,0.205%~0.250%,0.070%~0.080%,20200317,2020-03-17 03:04,2020-03-17 03:05,-1,做空,9308.0,9305.0,9308.0,9307.0,3.0,0.28,56.0,70,74,400.0,47800.0
大台全日 比例,0.5,勝率 > 50%,39,G0039,A01,0.055%~0.100%,0.070%~0.080%,20200317,2020-03-17 03:44,2020-03-17 03:45,1,做多,9253.0,9289.0,9253.0,9287.0,36.0,33.28,6656.0,70,74,400.0,54456.0
大台全日 比例,0.5,勝率 > 50%,7009,G7009,A06,0.055%~0.100%,0.070%~0.080%,20200317,2020-03-17 03:44,2020-03-17 03:45,1,做多,9253.0,9289.0,9253.0,9287.0,36.0,33.28,6656.0,70,74,400.0,61112.0
大台全日 比例,0.5,勝率 > 50%,4,G0004,A01,0.000%~0.050%,0.055%~0.065%,20200317,2020-03-17 03:52,2020-03-17 03:53,1,做多,9244.0,9240.0,9244.0,9238.0,-4.0,-6.72,-1344.0,70,74,400.0,59768.0
大台全日 比例,0.5,勝率 > 50%,6974,G6974,A06,0.000%~0.050%,0.055%~0.065%,20200317,2020-03-17 03:52,2020-03-17 03:53,1,做多,9244.0,9240.0,9244.0,9238.0,-4.0,-6.72,-1344.0,70,74,400.0,58424.0
大台全日 比例,0.5,勝率 > 50%,1544,G1544,A02,0.205%~0.250%,0.205%~0.215%,20200317,2020-03-17 09:28,2020-03-17 09:29,1,做多,9574.0,9590.0,9574.0,9588.0,16.0,13.27,2654.0,70,76,400.0,61078.0
大台全日 比例,0.5,勝率 > 50%,1609,G1609,A02,0.305%~0.350%,0.160%~0.170%,20200317,2020-03-17 09:31,2020-03-17 09:32,1,做多,9603.0,9599.0,9603.0,9597.0,-4.0,-6.73,-1346.0,70,76,400.0,59732.0
大台全日 比例,0.5,勝率 > 50%,2966,G2966,A03,0.255%~0.300%,0.115%~0.125%,20200317,2020-03-17 09:44,2020-03-17 09:45,1,做多,9549.0,9531.0,9549.0,9529.0,-18.0,-20.73,-4146.0,70,76,400.0,55586.0
大台全日 比例,0.5,勝率 > 50%,1572,G1572,A02,0.255%~0.300%,0.115%~0.125%,20200317,2020-03-17 09:45,2020-03-17 09:46,-1,做空,9543.0,9541.0,9543.0,9543.0,2.0,-0.73,-146.0,70,76,400.0,55440.0
大台全日 比例,0.5,勝率 > 50%,307,G0307,A01,0.455%~0.500%,0.010%~0.020%,20200317,2020-03-17 09:54,2020-03-17 09:55,1,做多,9471.0,9502.0,9471.0,9500.0,31.0,28.27,5654.0,70,76,400.0,61094.0
大台全日 比例,0.5,勝率 > 50%,7277,G7277,A06,0.455%~0.500%,0.010%~0.020%,20200317,2020-03-17 09:54,2020-03-17 09:55,1,做多,9471.0,9502.0,9471.0,9500.0,31.0,28.27,5654.0,70,76,400.0,66748.0
大台全日 比例,0.5,勝率 > 50%,9964,G9964,A08,0.305%~0.350%,0.025%~0.035%,20200317,2020-03-17 09:55,2020-03-17 09:56,1,做多,9499.0,9500.0,9499.0,9498.0,1.0,-1.73,-346.0,70,76,400.0,66402.0
大台全日 比例,0.5,勝率 > 50%,10247,G10247,A08,0.705%~0.750%,0.190%~0.200%,20200317,2020-03-17 09:57,2020-03-17 09:58,-1,做空,9448.0,9440.0,9448.0,9442.0,8.0,5.27,1054.0,70,76,400.0,67456.0
大台全日 比例,0.5,勝率 > 50%,3108,G3108,A03,0.455%~0.500%,0.205%~0.215%,20200317,2020-03-17 10:01,2020-03-17 10:02,1,做多,9435.0,9454.0,9435.0,9452.0,19.0,16.27,3254.0,70,76,400.0,70710.0
大台全日 比例,0.5,勝率 > 50%,1402,G1402,A02,0.000%~0.050%,0.115%~0.125%,20200317,2020-03-17 10:13,2020-03-17 10:14,1,做多,9351.0,9385.0,9351.0,9383.0,34.0,31.275,6255.0,70,75,400.0,76965.0
大台全日 比例,0.5,勝率 > 50%,1540,G1540,A02,0.205%~0.250%,0.145%~0.155%,20200317,2020-03-17 10:14,2020-03-17 10:15,1,做多,9371.0,9364.0,9371.0,9362.0,-7.0,-9.72,-1944.0,70,74,400.0,75021.0
大台全日 比例,0.5,勝率 > 50%,1642,G1642,A02,0.355%~0.400%,0.145%~0.155%,20200317,2020-03-17 10:21,2020-03-17 10:22,1,做多,9354.0,9362.0,9354.0,9360.0,8.0,5.28,1056.0,70,74,400.0,76077.0
大台全日 比例,0.5,勝率 > 50%,2929,G2929,A03,0.205%~0.250%,0.070%~0.080%,20200317,2020-03-17 11:22,2020-03-17 11:23,-1,做空,9433.0,9416.0,9433.0,9418.0,17.0,14.27,2854.0,70,76,400.0,78931.0
大台全日 比例,0.5,勝率 > 50%,1572,G1572,A02,0.255%~0.300%,0.115%~0.125%,20200317,2020-03-17 13:01,2020-03-17 13:02,-1,做空,9476.0,9473.0,9476.0,9475.0,3.0,0.27,54.0,70,76,400.0,78985.0
