Layer,Threshold,ThresholdLabel,Date,DailyNetTWD,DailyLongTWD,DailyShortTWD,CumNetTWD,CumLongTWD,CumShortTWD
小台全日 比例,0.5,勝率 > 50%,20201221,686.0,0.0,686.0,6616.0,4034.0,2582.0
小台全日 比例,0.5,勝率 > 50%,20210125,632.0,0.0,632.0,7248.0,4034.0,3214.0
小台全日 比例,0.5,勝率 > 50%,20210217,164.0,164.0,0.0,7412.0,4198.0,3214.0
小台全日 比例,0.5,勝率 > 50%,20210305,-18.0,-18.0,0.0,7394.0,4180.0,3214.0
小台全日 比例,0.5,勝率 > 50%,20210426,80.0,80.0,0.0,7474.0,4260.0,3214.0
小台全日 比例,0.5,勝率 > 50%,20210504,1430.0,0.0,1430.0,8904.0,4260.0,4644.0
小台全日 比例,0.5,勝率 > 50%,20210512,11759.0,1969.0,9790.0,20663.0,6229.0,14434.0
小台全日 比例,0.5,勝率 > 50%,20210513,-2570.0,-2434.0,-136.0,18093.0,3795.0,14298.0
小台全日 比例,0.5,勝率 > 50%,20210514,2696.0,2696.0,0.0,20789.0,6491.0,14298.0
小台全日 比例,0.5,勝率 > 50%,20210517,2481.0,6148.0,-3667.0,23270.0,12639.0,10631.0
小台全日 比例,0.5,勝率 > 50%,20210518,-1054.0,-1786.0,732.0,22216.0,10853.0,11363.0
小台全日 比例,0.5,勝率 > 50%,20210519,-486.0,0.0,-486.0,21730.0,10853.0,10877.0
小台全日 比例,0.5,勝率 > 50%,20210521,296.0,0.0,296.0,22026.0,10853.0,11173.0
小台全日 比例,0.5,勝率 > 50%,20210607,-3790.0,0.0,-3790.0,18236.0,10853.0,7383.0
小台全日 比例,0.5,勝率 > 50%,20210707,78.0,0.0,78.0,18314.0,10853.0,7461.0
小台全日 比例,0.5,勝率 > 50%,20210728,1530.0,1530.0,0.0,19844.0,12383.0,7461.0
小台全日 比例,0.5,勝率 > 50%,20220511,582.0,0.0,582.0,20426.0,12383.0,8043.0
小台全日 比例,0.5,勝率 > 50%,20220704,1772.0,486.0,1286.0,22198.0,12869.0,9329.0
小台全日 比例,0.5,勝率 > 50%,20220706,86.0,0.0,86.0,22284.0,12869.0,9415.0
小台全日 比例,0.5,勝率 > 50%,20220708,-278.0,0.0,-278.0,22006.0,12869.0,9137.0
小台全日 比例,0.5,勝率 > 50%,20220712,4222.0,4186.0,36.0,26228.0,17055.0,9173.0
小台全日 比例,0.5,勝率 > 50%,20220902,-466.0,-466.0,0.0,25762.0,16589.0,9173.0
小台全日 比例,0.5,勝率 > 50%,20220922,408.0,0.0,408.0,26170.0,16589.0,9581.0
小台全日 比例,0.5,勝率 > 50%,20221013,678.0,-648.0,1326.0,26848.0,15941.0,10907.0
小台全日 比例,0.5,勝率 > 50%,20221017,-624.0,-624.0,0.0,26224.0,15317.0,10907.0
小台全日 比例,0.5,勝率 > 50%,20221024,288.0,288.0,0.0,26512.0,15605.0,10907.0
小台全日 比例,0.5,勝率 > 50%,20221209,1584.0,0.0,1584.0,28096.0,15605.0,12491.0
小台全日 比例,0.5,勝率 > 50%,20221213,534.0,534.0,0.0,28630.0,16139.0,12491.0
小台全日 比例,0.5,勝率 > 50%,20221215,334.0,0.0,334.0,28964.0,16139.0,12825.0
小台全日 比例,0.5,勝率 > 50%,20230112,6352.0,0.0,6352.0,35316.0,16139.0,19177.0
小台全日 比例,0.5,勝率 > 50%,20230731,130.0,0.0,130.0,35446.0,16139.0,19307.0
小台全日 比例,0.5,勝率 > 50%,20240419,526.0,526.0,0.0,35972.0,16665.0,19307.0
小台全日 比例,0.5,勝率 > 50%,20240503,224.0,224.0,0.0,36196.0,16889.0,19307.0
小台全日 比例,0.5,勝率 > 50%,20240722,58.0,58.0,0.0,36254.0,16947.0,19307.0
小台全日 比例,0.5,勝率 > 50%,20240726,520.0,520.0,0.0,36774.0,17467.0,19307.0
小台全日 比例,0.5,勝率 > 50%,20240802,222.0,222.0,0.0,36996.0,17689.0,19307.0
小台全日 比例,0.5,勝率 > 50%,20240805,34894.0,20176.0,14718.0,71890.0,37865.0,34025.0
小台全日 比例,0.5,勝率 > 50%,20240806,9030.0,-178.0,9208.0,80920.0,37687.0,43233.0
小台全日 比例,0.5,勝率 > 50%,20240807,-2334.0,944.0,-3278.0,78586.0,38631.0,39955.0
小台全日 比例,0.5,勝率 > 50%,20240808,888.0,-1078.0,1966.0,79474.0,37553.0,41921.0
小台全日 比例,0.5,勝率 > 50%,20240809,-128.0,0.0,-128.0,79346.0,37553.0,41793.0
小台全日 比例,0.5,勝率 > 50%,20240904,1244.0,22.0,1222.0,80590.0,37575.0,43015.0
小台全日 比例,0.5,勝率 > 50%,20240906,1422.0,0.0,1422.0,82012.0,37575.0,44437.0
小台全日 比例,0.5,勝率 > 50%,20250227,768.0,0.0,768.0,82780.0,37575.0,45205.0
小台全日 比例,0.5,勝率 > 50%,20250311,-1130.0,-1130.0,0.0,81650.0,36445.0,45205.0
小台全日 比例,0.5,勝率 > 50%,20250407,66051.0,36188.0,29863.0,147701.0,72633.0,75068.0
小台全日 比例,0.5,勝率 > 50%,20250408,4386.0,3708.0,678.0,152087.0,76341.0,75746.0
小台全日 比例,0.5,勝率 > 50%,20250409,18524.0,11194.0,7330.0,170611.0,87535.0,83076.0
小台全日 比例,0.5,勝率 > 50%,20250410,32245.0,33164.0,-919.0,202856.0,120699.0,82157.0
小台全日 比例,0.5,勝率 > 50%,20250411,3104.0,1964.0,1140.0,205960.0,122663.0,83297.0
小台全日 比例,0.5,勝率 > 50%,20250414,2872.0,0.0,2872.0,208832.0,122663.0,86169.0
小台全日 比例,0.5,勝率 > 50%,20250415,26.0,26.0,0.0,208858.0,122689.0,86169.0
小台全日 比例,0.5,勝率 > 50%,20250426,824.0,0.0,824.0,209682.0,122689.0,86993.0
小台全日 比例,0.5,勝率 > 50%,20250506,-1026.0,0.0,-1026.0,208656.0,122689.0,85967.0
小台全日 比例,0.5,勝率 > 50%,20251121,-1678.0,-1678.0,0.0,206978.0,121011.0,85967.0
小台全日 比例,0.5,勝率 > 50%,20251125,2220.0,0.0,2220.0,209198.0,121011.0,88187.0
小台全日 比例,0.5,勝率 > 50%,20260202,-2050.0,0.0,-2050.0,207148.0,121011.0,86137.0
小台全日 比例,0.5,勝率 > 50%,20260303,996.0,0.0,996.0,208144.0,121011.0,87133.0
小台全日 比例,0.5,勝率 > 50%,20260304,2590.0,7896.0,-5306.0,210734.0,128907.0,81827.0
小台全日 比例,0.5,勝率 > 50%,20260305,2448.0,0.0,2448.0,213182.0,128907.0,84275.0
小台全日 比例,0.5,勝率 > 50%,20260306,-806.0,0.0,-806.0,212376.0,128907.0,83469.0
小台全日 比例,0.5,勝率 > 50%,20260309,304.0,0.0,304.0,212680.0,128907.0,83773.0
小台全日 比例,0.5,勝率 > 50%,20260310,-6908.0,748.0,-7656.0,205772.0,129655.0,76117.0
小台全日 比例,0.5,勝率 > 50%,20260311,2296.0,0.0,2296.0,208068.0,129655.0,78413.0
小台全日 比例,0.5,勝率 > 50%,20260312,-2754.0,-2754.0,0.0,205314.0,126901.0,78413.0
小台全日 比例,0.5,勝率 > 50%,20260316,48.0,0.0,48.0,205362.0,126901.0,78461.0
小台全日 比例,0.5,勝率 > 50%,20260319,548.0,548.0,0.0,205910.0,127449.0,78461.0
小台全日 比例,0.5,勝率 > 50%,20260320,-2552.0,-2552.0,0.0,203358.0,124897.0,78461.0
小台全日 比例,0.5,勝率 > 50%,20260323,35749.0,2193.0,33556.0,239107.0,127090.0,112017.0
小台全日 比例,0.5,勝率 > 50%,20260325,3242.0,0.0,3242.0,242349.0,127090.0,115259.0
小台全日 比例,0.5,勝率 > 50%,20260331,-900.0,0.0,-900.0,241449.0,127090.0,114359.0
小台全日 比例,0.5,勝率 > 50%,20260401,2748.0,0.0,2748.0,244197.0,127090.0,117107.0
小台全日 比例,0.5,勝率 > 50%,20260402,6094.0,6998.0,-904.0,250291.0,134088.0,116203.0
小台全日 比例,0.5,勝率 > 50%,20260422,5938.0,5938.0,0.0,256229.0,140026.0,116203.0
小台全日 比例,0.5,勝率 > 50%,20260423,6276.0,6276.0,0.0,262505.0,146302.0,116203.0
