Layer,Threshold,ThresholdLabel,ParamCount,TotalTrades,WinTrades,WinRate,NetPoints,NetProfitTWD,TotalReturnRate,MDDNetPointsSum,MDDRateSum,MDDNetPointsMax,MDDRateMax,PFNet
小台全日,0.5,勝率 > 50%,271,1624,1054,0.6490147783251231,26014.199999999997,1300710.0,5.20284,9285.18,1.857036,567.56,0.11351199999999999,2.4895251924446713
小台全日,0.6,勝率 > 60%,228,616,493,0.8003246753246753,21318.68,1065934.0,4.263736,2746.5600000000004,0.5493120000000001,245.36000000000004,0.049072000000000005,6.674630806741835
小台全日,0.7,勝率 > 70%,195,360,327,0.9083333333333333,18768.92,938446.0,3.753784,966.56,0.193312,131.44,0.026288,17.97500180884162
小台全日,0.8,勝率 > 80%,178,251,246,0.9800796812749004,17081.980000000003,854099.0,3.416396,88.36,0.017672,35.480000000000004,0.007096000000000001,194.32254413761888
小台全日,0.9,勝率 > 90%,173,218,218,1.0,16453.46,822673.0,3.290692,0.0,0.0,0.0,0.0,inf
小台全日,1.0,勝率 = 100%,173,218,218,1.0,16453.46,822673.0,3.290692,0.0,0.0,0.0,0.0,inf
